-4	16
-3.9598	15.68
-3.9196	15.3632
-3.8794	15.0497
-3.8392	14.7394
-3.79899	14.4324
-3.75879	14.1285
-3.71859	13.8279
-3.67839	13.5306
-3.63819	13.2364
-3.59799	12.9455
-3.55779	12.6579
-3.51759	12.3734
-3.47739	12.0922
-3.43719	11.8142
-3.39698	11.5395
-3.35678	11.268
-3.31658	10.9997
-3.27638	10.7347
-3.23618	10.4729
-3.19598	10.2143
-3.15578	9.95894
-3.11558	9.70683
-3.07538	9.45794
-3.03518	9.21229
-2.99497	8.96987
-2.95477	8.73069
-2.91457	8.49473
-2.87437	8.26201
-2.83417	8.03252
-2.79397	7.80627
-2.75377	7.58324
-2.71357	7.36345
-2.67337	7.14689
-2.63317	6.93356
-2.59296	6.72347
-2.55276	6.5166
-2.51256	6.31297
-2.47236	6.11257
-2.43216	5.91541
-2.39196	5.72147
-2.35176	5.53077
-2.31156	5.3433
-2.27136	5.15906
-2.23116	4.97806
-2.19095	4.80028
-2.15075	4.62574
-2.11055	4.45443
-2.07035	4.28636
-2.03015	4.12151
-1.98995	3.9599
-1.94975	3.80152
-1.90955	3.64637
-1.86935	3.49446
-1.82915	3.34577
-1.78894	3.20032
-1.74874	3.0581
-1.70854	2.91912
-1.66834	2.78336
-1.62814	2.65084
-1.58794	2.52155
-1.54774	2.3955
-1.50754	2.27267
-1.46734	2.15308
-1.42714	2.03672
-1.38693	1.92359
-1.34673	1.81369
-1.30653	1.70703
-1.26633	1.6036
-1.22613	1.5034
-1.18593	1.40643
-1.14573	1.31269
-1.10553	1.22219
-1.06533	1.13492
-1.02513	1.05088
-0.984925	0.970077
-0.944724	0.892503
-0.904523	0.818161
-0.864322	0.747052
-0.824121	0.679175
-0.78392	0.61453
-0.743719	0.553117
-0.703518	0.494937
-0.663317	0.439989
-0.623116	0.388273
-0.582915	0.339789
-0.542714	0.294538
-0.502513	0.252519
-0.462312	0.213732
-0.422111	0.178177
-0.38191	0.145855
-0.341709	0.116765
-0.301508	0.0909068
-0.261307	0.0682811
-0.221106	0.0488877
-0.180905	0.0327264
-0.140704	0.0197975
-0.100503	0.0101008
-0.0603015	0.00363627
-0.0201005	0.00040403
0.0201005	0.00040403
0.0603015	0.00363627
0.100503	0.0101008
0.140704	0.0197975
0.180905	0.0327264
0.221106	0.0488877
0.261307	0.0682811
0.301508	0.0909068
0.341709	0.116765
0.38191	0.145855
0.422111	0.178177
0.462312	0.213732
0.502513	0.252519
0.542714	0.294538
0.582915	0.339789
0.623116	0.388273
0.663317	0.439989
0.703518	0.494937
0.743719	0.553117
0.78392	0.61453
0.824121	0.679175
0.864322	0.747052
0.904523	0.818161
0.944724	0.892503
0.984925	0.970077
1.02513	1.05088
1.06533	1.13492
1.10553	1.22219
1.14573	1.31269
1.18593	1.40643
1.22613	1.5034
1.26633	1.6036
1.30653	1.70703
1.34673	1.81369
1.38693	1.92359
1.42714	2.03672
1.46734	2.15308
1.50754	2.27267
1.54774	2.3955
1.58794	2.52155
1.62814	2.65084
1.66834	2.78336
1.70854	2.91912
1.74874	3.0581
1.78894	3.20032
1.82915	3.34577
1.86935	3.49446
1.90955	3.64637
1.94975	3.80152
1.98995	3.9599
2.03015	4.12151
2.07035	4.28636
2.11055	4.45443
2.15075	4.62574
2.19095	4.80028
2.23116	4.97806
2.27136	5.15906
2.31156	5.3433
2.35176	5.53077
2.39196	5.72147
2.43216	5.91541
2.47236	6.11257
2.51256	6.31297
2.55276	6.5166
2.59296	6.72347
2.63317	6.93356
2.67337	7.14689
2.71357	7.36345
2.75377	7.58324
2.79397	7.80627
2.83417	8.03252
2.87437	8.26201
2.91457	8.49473
2.95477	8.73069
2.99497	8.96987
3.03518	9.21229
3.07538	9.45794
3.11558	9.70683
3.15578	9.95894
3.19598	10.2143
3.23618	10.4729
3.27638	10.7347
3.31658	10.9997
3.35678	11.268
3.39698	11.5395
3.43719	11.8142
3.47739	12.0922
3.51759	12.3734
3.55779	12.6579
3.59799	12.9455
3.63819	13.2364
3.67839	13.5306
3.71859	13.8279
3.75879	14.1285
3.79899	14.4324
3.8392	14.7394
3.8794	15.0497
3.9196	15.3632
3.9598	15.68
4	16
